term.id,-,term.name,term.units,term.synonyms,term.definition,term.subClassOf.0.id,term.pubchem,term.casNumber,term.wikipedia,term.agrovoc,term.hsCode,term.ecoinventReferenceProductId,lookups.0.name,lookups.0.value,lookups.0.min,lookups.0.max,lookups.0.source,lookups.0.dataState,lookups.1.name,lookups.1.value,lookups.1.min,lookups.1.max,lookups.1.source,lookups.1.dataState,lookups.2.name,lookups.2.value,lookups.2.min,lookups.2.max,lookups.2.source,lookups.2.dataState,lookups.3.name,lookups.3.value,lookups.3.min,lookups.3.max,lookups.3.source,lookups.3.dataState,lookups.4.name,lookups.4.value,lookups.4.dataState,lookups.5.name,lookups.5.value,lookups.5.dataState,lookups.6.name,lookups.6.value,lookups.6.source,lookups.6.dataState,lookups.7.name,lookups.7.value,lookups.7.dataState,lookups.8.name,lookups.8.value,lookups.8.dataState,lookups.9.name,lookups.9.value,lookups.9.dataState,lookups.10.name,lookups.10.value,lookups.10.dataState,lookups.11.name,lookups.11.value,lookups.11.dataState,lookups.12.name,lookups.12.value,lookups.12.dataState,lookups.13.name,lookups.13.value,lookups.13.dataState,lookups.14.name,lookups.14.value,lookups.14.dataState,lookups.15.name,lookups.15.value,lookups.15.min,lookups.15.max,lookups.15.source,lookups.15.proxy.id,lookups.15.notes,lookups.15.dataState,lookups.16.name,lookups.16.value,lookups.16.min,lookups.16.max,lookups.16.source,lookups.16.proxy.id,lookups.16.notes,lookups.16.dataState,lookups.17.name,lookups.17.value,lookups.17.dataState,lookups.18.name,lookups.18.value,lookups.18.dataState,lookups.19.name,lookups.19.value,lookups.19.dataState,lookups.20.name,lookups.20.value,lookups.20.dataState,lookups.21.name,lookups.21.value,lookups.21.dataState,-,-,-,-,-,-
superphosphoricAcidKgP2O5,superphosphoric Acid Kg P2O5,Superphosphoric Acid (kg P2O5),kg P2O5,-,-,-,-,-,-,-,-,,nitrogenContent,-,-,-,-,not required,phosphateContentAsP2O5,71.5,68,75,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,potassiumContentAsK2O,-,-,-,-,not required,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,-,not required,fclCode,,missing,ecoinventMapping,"phosphate fertiliser, as P2O5, triple superphosphate production: 4",requires validation,NH3_emissions_factor_acidic,-,not required,NH3_emissions_factor_basic,-,not required,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,-,-,-,-,-,-,not required,IPCC_2019_FRACGASF_NOx-N,-,-,-,-,-,-,not required,fertGroupingNitrogen,-,not required,nebraskaExtensionFertiliserCode,273,complete,sensitivityAlternativeTerms,phosphateRockKgP2O5;tripleSuperPhosphateKgP2O5;calciumMetaphosphateKgP2O5,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,-,-,-,-,-,-
dicalciumPhosphateKgP2O5,dicalcium Phosphate Kg P2O5,Dicalcium Phosphate (kg P2O5),kg P2O5,CaHPO4; Dibasic calcium phosphate,-,-,https://pubchem.ncbi.nlm.nih.gov/compound/DI-Calcium-phosphate,-,https://en.wikipedia.org/wiki/Dicalcium_phosphate,http://aims.fao.org/aos/agrovoc/c_2247 ,-,,nitrogenContent,-,-,-,-,not required,phosphateContentAsP2O5,51.38,-,-,-,complete,potassiumContentAsK2O,-,-,-,-,not required,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,-,not required,fclCode,,missing,ecoinventMapping,"phosphate fertiliser, as P2O5, market for phosphate fertiliser, as P2O5: 1",requires validation,NH3_emissions_factor_acidic,-,not required,NH3_emissions_factor_basic,-,not required,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,-,-,-,-,-,-,not required,IPCC_2019_FRACGASF_NOx-N,-,-,-,-,-,-,not required,fertGroupingNitrogen,-,not required,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,phosphateRockKgP2O5;tripleSuperPhosphateKgP2O5;calciumMetaphosphateKgP2O5,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,-,-,-,-,-,-
trisodiumPhosphateKgP2O5,trisodium Phosphate Kg P2O5,Trisodium Phosphate (kg P2O5),kg P2O5,"Sodium phosphate; Sodium phosphate tribasic; Phosphoric acid, trisodium salt; Na3PO4; Tri-sodium phosphate; TSP",-,-,https://pubchem.ncbi.nlm.nih.gov/compound/24243,7601-54-9,https://en.wikipedia.org/wiki/Trisodium_phosphate,-,-,,nitrogenContent,-,-,-,-,not required,phosphateContentAsP2O5,43.3,-,-,Molecular formula,complete,potassiumContentAsK2O,-,-,-,-,not required,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,-,not required,fclCode,,missing,ecoinventMapping,"phosphate fertiliser, as P2O5, market for phosphate fertiliser, as P2O5: 1",requires validation,NH3_emissions_factor_acidic,-,not required,NH3_emissions_factor_basic,-,not required,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,-,-,-,-,-,-,not required,IPCC_2019_FRACGASF_NOx-N,-,-,-,-,-,-,not required,fertGroupingNitrogen,-,not required,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,phosphateRockKgP2O5;tripleSuperPhosphateKgP2O5;calciumMetaphosphateKgP2O5,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,-,-,-,-,-,-
potassiumChlorideKgK2O,potassium Chloride Kg K2O,Potassium Chloride (kg K2O),kg K2O,KCl; Muriate of Potash; MOP,-,-,https://pubchem.ncbi.nlm.nih.gov/compound/4873,7447-40-7,https://en.wikipedia.org/wiki/Potassium_chloride,http://aims.fao.org/aos/agrovoc/c_6140 ,3104.20,,nitrogenContent,-,-,-,-,not required,phosphateContentAsP2O5,-,-,-,-,not required,potassiumContentAsK2O,61.5,-,-,-,complete,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,-,not required,fclCode,310420,complete,ecoinventMapping,"potassium chloride, as K2O, market for potassium chloride, as K2O: 1",requires validation,NH3_emissions_factor_acidic,-,not required,NH3_emissions_factor_basic,-,not required,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,-,-,-,-,-,-,not required,IPCC_2019_FRACGASF_NOx-N,-,-,-,-,-,-,not required,fertGroupingNitrogen,-,not required,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,potassiumChlorideKgK2O;potassiumSulphateKgK2O;potassiumCarbonateKgK2O,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,-,-,-,-,-,-
sylviniteOreKgK2O,sylvinite Ore Kg K2O,Sylvinite Ore (kg K2O),kg K2O,-,"A mixture of the minerals sylvite (KCl, or potassium chloride) and halite (NaCl, or sodium chloride) applied directly in ore form (often on sugar beet). A more specific term than potash or potassium chloride which can refer to multiple different potassium minerals.",potassiumChlorideKgK2O,-,-,https://en.wikipedia.org/wiki/Sylvinite,-,-,,nitrogenContent,-,-,-,-,not required,phosphateContentAsP2O5,-,-,-,-,not required,potassiumContentAsK2O,19.6,-,-,Wikipedia (sylvinite contains 31% KCl) and a conversion of 63.17% from KCl to K2O on a molar mass basis.,complete,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,potassiumMetaphosphateKgP2O5,complete,fclCode,,missing,ecoinventMapping,"potassium fertiliser, as K2O, market for potassium fertiliser, as K2O: 1",requires validation,NH3_emissions_factor_acidic,-,not required,NH3_emissions_factor_basic,-,not required,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,-,-,-,-,-,-,not required,IPCC_2019_FRACGASF_NOx-N,-,-,-,-,-,-,not required,fertGroupingNitrogen,-,not required,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,potassiumChlorideKgK2O;potassiumSulphateKgK2O;potassiumCarbonateKgK2O,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,-,-,-,-,-,-
potassiumNitrateKgK2O,potassium Nitrate Kg K2O,Potassium Nitrate (kg K2O),kg K2O,KNO3; KN,-,-,https://pubchem.ncbi.nlm.nih.gov/compound/24434,7757-79-1,https://en.wikipedia.org/wiki/Potassium_nitrate,http://aims.fao.org/aos/agrovoc/c_6141 ,2834.21,,nitrogenContent,13,12,14,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,phosphateContentAsP2O5,-,-,-,-,not required,potassiumContentAsK2O,45,44,46,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,potassiumNitrateKgN,complete,fclCode,283421,complete,ecoinventMapping,"potassium nitrate, market for potassium nitrate: 1.46",requires validation,NH3_emissions_factor_acidic,-,not required,NH3_emissions_factor_basic,-,not required,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,-,-,-,-,-,-,not required,IPCC_2019_FRACGASF_NOx-N,-,-,-,-,-,-,not required,fertGroupingNitrogen,AN_NP_KN_NPK,complete,nebraskaExtensionFertiliserCode,453,complete,sensitivityAlternativeTerms,potassiumChlorideKgK2O;potassiumSulphateKgK2O;potassiumCarbonateKgK2O,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,-,-,-,-,-,-
potassiumNitrateKgN,potassium Nitrate Kg N,Potassium Nitrate (kg N),kg N,KNO3; KN,-,-,https://pubchem.ncbi.nlm.nih.gov/compound/24434,7757-79-1,https://en.wikipedia.org/wiki/Potassium_nitrate,http://aims.fao.org/aos/agrovoc/c_6141 ,2834.21,,nitrogenContent,13,12,14,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,phosphateContentAsP2O5,-,-,-,-,not required,potassiumContentAsK2O,45,44,46,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,potassiumNitrateKgK2O,complete,fclCode,283421,complete,ecoinventMapping,"potassium nitrate, market for potassium nitrate: 0.4998",requires validation,NH3_emissions_factor_acidic,cool:0.05;temperate:0.051;warm:0.064,complete,NH3_emissions_factor_basic,cool:0.091;temperate:0.094;warm:0.117,complete,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,0.002,0,0.004,-,sodiumNitrateKgN,-,complete,IPCC_2019_FRACGASF_NOx-N,0.01,0,0.02,-,sodiumNitrateKgN,-,complete,fertGroupingNitrogen,AN_NP_KN_NPK,complete,nebraskaExtensionFertiliserCode,453,complete,sensitivityAlternativeTerms,ureaKgN;ammoniumNitrateKgN;ammoniumChlorideKgN,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,0.05,0.051,0.064,0.091,0.094,0.117
potassiumSodiumNitrateKgN,potassium Sodium Nitrate Kg N,Potassium Sodium Nitrate (kg N),kg N,KN2NaO5,-,-,https://pubchem.ncbi.nlm.nih.gov/compound/22608234,-,-,-,-,,nitrogenContent,15,-,-,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,phosphateContentAsP2O5,-,-,-,-,not required,potassiumContentAsK2O,14,-,-,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,potassiumSodiumNitrateKgK2O,complete,fclCode,,missing,ecoinventMapping,"nitrogen fertiliser, as N, market for nitrogen fertiliser, as N: 1",requires validation,NH3_emissions_factor_acidic,cool:0.015;temperate:0.016;warm:0.02,complete,NH3_emissions_factor_basic,cool:0.032;temperate:0.033;warm:0.041,complete,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,0.002,0,0.004,-,sodiumNitrateKgN,-,complete,IPCC_2019_FRACGASF_NOx-N,0.01,0,0.02,-,sodiumNitrateKgN,-,complete,fertGroupingNitrogen,AN_NP_KN_NPK,complete,nebraskaExtensionFertiliserCode,458,complete,sensitivityAlternativeTerms,ureaKgN;ammoniumNitrateKgN;ammoniumChlorideKgN,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,0.015,0.016,0.02,0.032,0.033,0.041
potassiumSodiumNitrateKgK2O,potassium Sodium Nitrate Kg K2O,Potassium Sodium Nitrate (kg K2O),kg K2O,KN2NaO5,-,-,https://pubchem.ncbi.nlm.nih.gov/compound/22608234,-,-,-,-,,nitrogenContent,15,-,-,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,phosphateContentAsP2O5,-,-,-,-,not required,potassiumContentAsK2O,14,-,-,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,potassiumSodiumNitrateKgN,complete,fclCode,,missing,ecoinventMapping,"potassium fertiliser, as K2O, market for potassium fertiliser, as K2O: 1",requires validation,NH3_emissions_factor_acidic,-,not required,NH3_emissions_factor_basic,-,not required,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,-,-,-,-,-,-,not required,IPCC_2019_FRACGASF_NOx-N,-,-,-,-,-,-,not required,fertGroupingNitrogen,AN_NP_KN_NPK,complete,nebraskaExtensionFertiliserCode,458,complete,sensitivityAlternativeTerms,potassiumChlorideKgK2O;potassiumSulphateKgK2O;potassiumCarbonateKgK2O,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,-,-,-,-,-,-
potassiumSulphateKgK2O,potassium Sulphate Kg K2O,Potassium Sulphate (kg K2O),kg K2O,"K2SO4; Potassium Sulfate; Sulphate of Potash; Sulfate of Potash, SOP",-,-,https://pubchem.ncbi.nlm.nih.gov/compound/24507,7778-80-5,https://en.wikipedia.org/wiki/Potassium_sulfate,http://aims.fao.org/aos/agrovoc/c_6142 ,3104.30,,nitrogenContent,-,-,-,-,not required,phosphateContentAsP2O5,-,-,-,-,not required,potassiumContentAsK2O,50,48,52,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,sulphurContent,17,-,-,-,complete,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,-,not required,fclCode,310430,complete,ecoinventMapping,"potassium sulfate, as K2O, market for potassium sulfate, as K2O: 1",requires validation,NH3_emissions_factor_acidic,-,not required,NH3_emissions_factor_basic,-,not required,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,-,-,-,-,-,-,not required,IPCC_2019_FRACGASF_NOx-N,-,-,-,-,-,-,not required,fertGroupingNitrogen,-,not required,nebraskaExtensionFertiliserCode,463,complete,sensitivityAlternativeTerms,potassiumChlorideKgK2O;potassiumSulphateKgK2O;potassiumCarbonateKgK2O,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,-,-,-,-,-,-
potassiumMagnesiumSulphateKgK2O,potassium Magnesium Sulphate Kg K2O,Potassium Magnesium Sulphate (kg K2O),kg K2O,K2Mg2O12S3; Potassium Magnesium Sulfate; Langbeinite; Leonite; Picromerite; Sul-Po-Mag; Sulpomag; Sulphomag; Sulfomag; K-Mag,-,-,https://pubchem.ncbi.nlm.nih.gov/compound/13826-56-7,13826-56-7,https://en.wikipedia.org/wiki/Potassium_magnesium_sulfate,-,3104.30,,nitrogenContent,-,-,-,-,not required,phosphateContentAsP2O5,-,-,-,-,not required,potassiumContentAsK2O,22,21,28,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,sulphurContent,22,-,-,-,complete,magnesiumContent,10.9,complete,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,-,not required,fclCode,310430,complete,ecoinventMapping,"potassium fertiliser, as K2O, market for potassium fertiliser, as K2O: 1",requires validation,NH3_emissions_factor_acidic,-,not required,NH3_emissions_factor_basic,-,not required,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,-,-,-,-,-,-,not required,IPCC_2019_FRACGASF_NOx-N,-,-,-,-,-,-,not required,fertGroupingNitrogen,-,not required,nebraskaExtensionFertiliserCode,443,complete,sensitivityAlternativeTerms,potassiumChlorideKgK2O;potassiumSulphateKgK2O;potassiumCarbonateKgK2O,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,-,-,-,-,-,-
manureSaltsKgK2O,manure Salts Kg K2O,Manure Salts (kg K2O),kg K2O,-,-,-,-,-,-,-,-,,nitrogenContent,-,-,-,-,not required,phosphateContentAsP2O5,-,-,-,-,not required,potassiumContentAsK2O,25,20,30,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,sulphurContent,,,,,missing,magnesiumContent,,missing,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,-,not required,fclCode,,missing,ecoinventMapping,"potassium fertiliser, as K2O, market for potassium fertiliser, as K2O: 1",requires validation,NH3_emissions_factor_acidic,-,not required,NH3_emissions_factor_basic,-,not required,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,-,-,-,-,-,-,not required,IPCC_2019_FRACGASF_NOx-N,-,-,-,-,-,-,not required,fertGroupingNitrogen,-,not required,nebraskaExtensionFertiliserCode,413,complete,sensitivityAlternativeTerms,potassiumChlorideKgK2O;potassiumSulphateKgK2O;potassiumCarbonateKgK2O,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,-,-,-,-,-,-
potassiumCarbonateKgK2O,potassium Carbonate Kg K2O,Potassium Carbonate (kg K2O),kg K2O,K2CO3; Dipotassium carbonate; Carbonate of Potash,-,-,https://pubchem.ncbi.nlm.nih.gov/compound/Potassium-carbonate,584-08-7,https://en.wikipedia.org/wiki/Potassium_carbonate,-,2836.40,,nitrogenContent,-,-,-,-,not required,phosphateContentAsP2O5,-,-,-,-,not required,potassiumContentAsK2O,64,52,69,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,-,not required,fclCode,,missing,ecoinventMapping,"potassium fertiliser, as K2O, market for potassium fertiliser, as K2O: 1",requires validation,NH3_emissions_factor_acidic,-,not required,NH3_emissions_factor_basic,-,not required,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,-,-,-,-,-,-,not required,IPCC_2019_FRACGASF_NOx-N,-,-,-,-,-,-,not required,fertGroupingNitrogen,-,not required,nebraskaExtensionFertiliserCode,423,complete,sensitivityAlternativeTerms,potassiumChlorideKgK2O;potassiumSulphateKgK2O;potassiumCarbonateKgK2O,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,-,-,-,-,-,-
potassiumMetaphosphateKgP2O5,potassium Metaphosphate Kg P2O5,Potassium Metaphosphate (kg P2O5),kg P2O5,KO3P; Potassium polymetaphosphate; Metaphosphoric acid potassium salt; Potassium phosphenate; Potassium oxophosphinate; Monopotassium metaphosphate,-,-,https://pubchem.ncbi.nlm.nih.gov/compound/Potassium-metaphosphate,7790-53-6,-,-,-,,nitrogenContent,-,-,-,-,not required,phosphateContentAsP2O5,55,-,-,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,potassiumContentAsK2O,37,-,-,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,potassiumMetaphosphateKgK2O,complete,fclCode,,missing,ecoinventMapping,"potassium fertiliser, as K2O, market for potassium fertiliser, as K2O: 1",requires validation,NH3_emissions_factor_acidic,-,not required,NH3_emissions_factor_basic,-,not required,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,-,-,-,-,-,-,not required,IPCC_2019_FRACGASF_NOx-N,-,-,-,-,-,-,not required,fertGroupingNitrogen,-,not required,nebraskaExtensionFertiliserCode,448,complete,sensitivityAlternativeTerms,phosphateRockKgP2O5;tripleSuperPhosphateKgP2O5;calciumMetaphosphateKgP2O5,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,-,-,-,-,-,-
potassiumMetaphosphateKgK2O,potassium Metaphosphate Kg K2O,Potassium Metaphosphate (kg K2O),kg K2O,KO3P; Potassium polymetaphosphate; Metaphosphoric acid potassium salt; Potassium phosphenate; Potassium oxophosphinate; Monopotassium metaphosphate,-,-,https://pubchem.ncbi.nlm.nih.gov/compound/Potassium-metaphosphate,7790-53-6,-,-,-,,nitrogenContent,-,-,-,-,not required,phosphateContentAsP2O5,55,-,-,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,potassiumContentAsK2O,37,-,-,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,potassiumMetaphosphateKgP2O5,complete,fclCode,,missing,ecoinventMapping,"phosphate fertiliser, as P2O5, market for phosphate fertiliser, as P2O5: 1",requires validation,NH3_emissions_factor_acidic,-,not required,NH3_emissions_factor_basic,-,not required,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,-,-,-,-,-,-,not required,IPCC_2019_FRACGASF_NOx-N,-,-,-,-,-,-,not required,fertGroupingNitrogen,-,not required,nebraskaExtensionFertiliserCode,448,complete,sensitivityAlternativeTerms,potassiumChlorideKgK2O;potassiumSulphateKgK2O;potassiumCarbonateKgK2O,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,-,-,-,-,-,-
npBlendKgN,np Blend Kg N,NP Blend (kg N),kg N,NP; NP fertiliser; NP compound; NP fertilizer,-,-,-,-,-,-,3105.59,,nitrogenContent,-,-,-,-,not required,phosphateContentAsP2O5,-,-,-,-,not required,potassiumContentAsK2O,-,-,-,-,not required,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,npBlendKgP2O5,complete,fclCode,310500,complete,ecoinventMapping,"nitrogen fertiliser, as N, market for nitrogen fertiliser, as N: 1",requires validation,NH3_emissions_factor_acidic,cool:0.05;temperate:0.051;warm:0.064,complete,NH3_emissions_factor_basic,cool:0.091;temperate:0.094;warm:0.117,complete,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,0.072,0.018,0.0675,-,-,50:50 MAP:DAP per IPCC (2019) Chapter 11 Table 7A.2,complete,IPCC_2019_FRACGASF_NOx-N,0.007,0.0,0.0,-,-,50:50 MAP:DAP per IPCC (2019) Chapter 11 Table 7A.2,complete,fertGroupingNitrogen,AN_NP_KN_NPK,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,ureaKgN;ammoniumNitrateKgN;ammoniumChlorideKgN,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,0.05,0.051,0.064,0.091,0.094,0.117
npBlendKgP2O5,np Blend Kg P2O5,NP Blend (kg P2O5),kg P2O5,NP; NP fertiliser; NP compound; NP fertilizer,-,-,-,-,-,-,3105.59,,nitrogenContent,-,-,-,-,not required,phosphateContentAsP2O5,-,-,-,-,not required,potassiumContentAsK2O,-,-,-,-,not required,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,npBlendKgN,complete,fclCode,310500,complete,ecoinventMapping,"phosphate fertiliser, as P2O5, market for phosphate fertiliser, as P2O5: 1",requires validation,NH3_emissions_factor_acidic,-,not required,NH3_emissions_factor_basic,-,not required,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,-,-,-,-,-,-,not required,IPCC_2019_FRACGASF_NOx-N,-,-,-,-,-,-,not required,fertGroupingNitrogen,AN_NP_KN_NPK,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,phosphateRockKgP2O5;tripleSuperPhosphateKgP2O5;calciumMetaphosphateKgP2O5,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,-,-,-,-,-,-
nkBlendKgN,nk Blend Kg N,NK Blend (kg N),kg N,NK; NK fertiliser; NK compound; NK fertilizer,-,-,-,-,-,-,-,,nitrogenContent,-,-,-,-,not required,phosphateContentAsP2O5,-,-,-,-,not required,potassiumContentAsK2O,-,-,-,-,not required,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,nkBlendKgK2O,complete,fclCode,,missing,ecoinventMapping,"nitrogen fertiliser, as N, market for nitrogen fertiliser, as N: 1",requires validation,NH3_emissions_factor_acidic,cool:0.015;temperate:0.016;warm:0.02,complete,NH3_emissions_factor_basic,cool:0.032;temperate:0.033;warm:0.041,complete,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,0.002,0,0.004,-,sodiumNitrateKgN,Proxy per IPCC (2019) Chapter 11 Table 7A.2,complete,IPCC_2019_FRACGASF_NOx-N,0.01,0,0.02,-,sodiumNitrateKgN,Proxy per IPCC (2019) Chapter 11 Table 7A.2,complete,fertGroupingNitrogen,AN_NP_KN_NPK,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,ureaKgN;ammoniumNitrateKgN;ammoniumChlorideKgN,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,0.015,0.016,0.02,0.032,0.033,0.041
